customer_id,billing_month,plan,mrr
1955,2026-03-01,Plus,19.99
1955,2026-04-01,Plus,19.99
1955,2026-05-01,Plus,19.99
1955,2026-06-01,Plus,19.99
1956,2024-09-01,Pro,39.99
1956,2024-10-01,Pro,39.99
1956,2024-11-01,Pro,39.99
1956,2024-12-01,Pro,39.99
1956,2025-01-01,Pro,39.99
1956,2025-02-01,Pro,39.99
1956,2025-03-01,Pro,39.99
1956,2025-04-01,Pro,39.99
1956,2025-05-01,Pro,39.99
1956,2025-06-01,Pro,39.99
1956,2025-07-01,Pro,39.99
1956,2025-08-01,Pro,39.99
1956,2025-09-01,Pro,39.99
1956,2025-10-01,Pro,39.99
1956,2025-11-01,Pro,39.99
1956,2025-12-01,Pro,39.99
1956,2026-01-01,Pro,39.99
1956,2026-02-01,Pro,39.99
1956,2026-03-01,Pro,39.99
1956,2026-04-01,Pro,39.99
1956,2026-05-01,Pro,39.99
1956,2026-06-01,Pro,39.99
1957,2026-05-01,Basic,9.99
1957,2026-06-01,Basic,9.99
1958,2024-02-01,Basic,9.99
1958,2024-03-01,Basic,9.99
1958,2024-04-01,Basic,9.99
1958,2024-05-01,Basic,9.99
1958,2024-06-01,Basic,9.99
1958,2024-07-01,Basic,9.99
1958,2024-08-01,Basic,9.99
1958,2024-09-01,Basic,9.99
1958,2024-10-01,Basic,9.99
1958,2024-11-01,Basic,9.99
1958,2024-12-01,Basic,9.99
1958,2025-01-01,Basic,9.99
1958,2025-02-01,Basic,9.99
1958,2025-03-01,Basic,9.99
1958,2025-04-01,Basic,9.99
1958,2025-05-01,Basic,9.99
1958,2025-06-01,Basic,9.99
1958,2025-07-01,Basic,9.99
1958,2025-08-01,Basic,9.99
1958,2025-09-01,Basic,9.99
1959,2024-02-01,Basic,9.99
1960,2025-06-01,Plus,19.99
1960,2025-07-01,Plus,19.99
1960,2025-08-01,Plus,19.99
1960,2025-09-01,Plus,19.99
1960,2025-10-01,Plus,19.99
1960,2025-11-01,Plus,19.99
1960,2025-12-01,Plus,19.99
1960,2026-01-01,Plus,19.99
1960,2026-02-01,Plus,19.99
1960,2026-03-01,Plus,19.99
1960,2026-04-01,Plus,19.99
1960,2026-05-01,Plus,19.99
1960,2026-06-01,Plus,19.99
1961,2024-10-01,Plus,19.99
1961,2024-11-01,Plus,19.99
1961,2024-12-01,Plus,19.99
1961,2025-01-01,Plus,19.99
1961,2025-02-01,Plus,19.99
1961,2025-03-01,Plus,19.99
1961,2025-04-01,Plus,19.99
1961,2025-05-01,Plus,19.99
1961,2025-06-01,Plus,19.99
1961,2025-07-01,Plus,19.99
1961,2025-08-01,Plus,19.99
1961,2025-09-01,Plus,19.99
1961,2025-10-01,Plus,19.99
1961,2025-11-01,Plus,19.99
1961,2025-12-01,Plus,19.99
1961,2026-01-01,Plus,19.99
1961,2026-02-01,Plus,19.99
1961,2026-03-01,Plus,19.99
1961,2026-04-01,Plus,19.99
1961,2026-05-01,Plus,19.99
1961,2026-06-01,Plus,19.99
1962,2024-05-01,Plus,19.99
1962,2024-06-01,Plus,19.99
1962,2024-07-01,Plus,19.99
1962,2024-08-01,Plus,19.99
1962,2024-09-01,Plus,19.99
1962,2024-10-01,Plus,19.99
1962,2024-11-01,Plus,19.99
1962,2024-12-01,Plus,19.99
1962,2025-01-01,Plus,19.99
1962,2025-02-01,Plus,19.99
1962,2025-03-01,Plus,19.99
1962,2025-04-01,Plus,19.99
1962,2025-05-01,Plus,19.99
1962,2025-06-01,Plus,19.99
1962,2025-07-01,Plus,19.99
1962,2025-08-01,Plus,19.99
1962,2025-09-01,Plus,19.99
1962,2025-10-01,Plus,19.99
1962,2025-11-01,Plus,19.99
1962,2025-12-01,Plus,19.99
1962,2026-01-01,Plus,19.99
1962,2026-02-01,Plus,19.99
1962,2026-03-01,Plus,19.99
1962,2026-04-01,Plus,19.99
1962,2026-05-01,Plus,19.99
1962,2026-06-01,Plus,19.99
1963,2024-04-01,Plus,19.99
1963,2024-05-01,Plus,19.99
1963,2024-06-01,Plus,19.99
1963,2024-07-01,Plus,19.99
1963,2024-08-01,Plus,19.99
1963,2024-09-01,Plus,19.99
1963,2024-10-01,Plus,19.99
1963,2024-11-01,Plus,19.99
1963,2024-12-01,Plus,19.99
1963,2025-01-01,Plus,19.99
1963,2025-02-01,Plus,19.99
1963,2025-03-01,Plus,19.99
1963,2025-04-01,Plus,19.99
1963,2025-05-01,Plus,19.99
1963,2025-06-01,Plus,19.99
1963,2025-07-01,Plus,19.99
1963,2025-08-01,Plus,19.99
1963,2025-09-01,Plus,19.99
1963,2025-10-01,Plus,19.99
1963,2025-11-01,Plus,19.99
1963,2025-12-01,Plus,19.99
1963,2026-01-01,Plus,19.99
1963,2026-02-01,Plus,19.99
1963,2026-03-01,Plus,19.99
1963,2026-04-01,Plus,19.99
1963,2026-05-01,Plus,19.99
1963,2026-06-01,Plus,19.99
1964,2024-04-01,Plus,19.99
1964,2024-05-01,Plus,19.99
1964,2024-06-01,Plus,19.99
1964,2024-07-01,Plus,19.99
1964,2024-08-01,Plus,19.99
1964,2024-09-01,Plus,19.99
1964,2024-10-01,Plus,19.99
1964,2024-11-01,Plus,19.99
1964,2024-12-01,Plus,19.99
1964,2025-01-01,Plus,19.99
1964,2025-02-01,Plus,19.99
1964,2025-03-01,Plus,19.99
1964,2025-04-01,Plus,19.99
1964,2025-05-01,Plus,19.99
1964,2025-06-01,Plus,19.99
1964,2025-07-01,Plus,19.99
1964,2025-08-01,Plus,19.99
1964,2025-09-01,Plus,19.99
1964,2025-10-01,Plus,19.99
1964,2025-11-01,Plus,19.99
1964,2025-12-01,Plus,19.99
1964,2026-01-01,Plus,19.99
1964,2026-02-01,Plus,19.99
1964,2026-03-01,Plus,19.99
1964,2026-04-01,Plus,19.99
1964,2026-05-01,Plus,19.99
1964,2026-06-01,Plus,19.99
1965,2024-07-01,Basic,9.99
1965,2024-08-01,Basic,9.99
1965,2024-09-01,Basic,9.99
1965,2024-10-01,Basic,9.99
1965,2024-11-01,Basic,9.99
1965,2024-12-01,Basic,9.99
1965,2025-01-01,Basic,9.99
1965,2025-02-01,Basic,9.99
1965,2025-03-01,Basic,9.99
1965,2025-04-01,Basic,9.99
1965,2025-05-01,Basic,9.99
1965,2025-06-01,Basic,9.99
1965,2025-07-01,Basic,9.99
1965,2025-08-01,Basic,9.99
1965,2025-09-01,Basic,9.99
1965,2025-10-01,Basic,9.99
1965,2025-11-01,Basic,9.99
1965,2025-12-01,Basic,9.99
1965,2026-01-01,Basic,9.99
1965,2026-02-01,Basic,9.99
1965,2026-03-01,Basic,9.99
1965,2026-04-01,Basic,9.99
1965,2026-05-01,Basic,9.99
1965,2026-06-01,Basic,9.99
1966,2026-05-01,Basic,9.99
1966,2026-06-01,Basic,9.99
1967,2025-02-01,Plus,19.99
1967,2025-03-01,Plus,19.99
1967,2025-04-01,Plus,19.99
1967,2025-05-01,Plus,19.99
1967,2025-06-01,Plus,19.99
1967,2025-07-01,Plus,19.99
1967,2025-08-01,Plus,19.99
1967,2025-09-01,Plus,19.99
1967,2025-10-01,Plus,19.99
1967,2025-11-01,Plus,19.99
1968,2025-04-01,Basic,9.99
1968,2025-05-01,Basic,9.99
1968,2025-06-01,Basic,9.99
1968,2025-07-01,Basic,9.99
1968,2025-08-01,Basic,9.99
1969,2024-04-01,Plus,19.99
1969,2024-05-01,Plus,19.99
1969,2024-06-01,Plus,19.99
1969,2024-07-01,Plus,19.99
1969,2024-08-01,Plus,19.99
1969,2024-09-01,Plus,19.99
1969,2024-10-01,Plus,19.99
1969,2024-11-01,Plus,19.99
1969,2024-12-01,Plus,19.99
1969,2025-01-01,Plus,19.99
1969,2025-02-01,Plus,19.99
1969,2025-03-01,Plus,19.99
1969,2025-04-01,Plus,19.99
1969,2025-05-01,Plus,19.99
1969,2025-06-01,Plus,19.99
1969,2025-07-01,Plus,19.99
1969,2025-08-01,Plus,19.99
1969,2025-09-01,Plus,19.99
1969,2025-10-01,Plus,19.99
1969,2025-11-01,Plus,19.99
1969,2025-12-01,Plus,19.99
1969,2026-01-01,Plus,19.99
1969,2026-02-01,Plus,19.99
1969,2026-03-01,Plus,19.99
1969,2026-04-01,Plus,19.99
1969,2026-05-01,Plus,19.99
1969,2026-06-01,Plus,19.99
1970,2025-05-01,Basic,9.99
1970,2025-06-01,Basic,9.99
1970,2025-07-01,Basic,9.99
1970,2025-08-01,Basic,9.99
1970,2025-09-01,Basic,9.99
1970,2025-10-01,Basic,9.99
1970,2025-11-01,Basic,9.99
1970,2025-12-01,Basic,9.99
1970,2026-01-01,Basic,9.99
1972,2026-05-01,Pro,39.99
1972,2026-06-01,Pro,39.99
1973,2024-06-01,Plus,19.99
1973,2024-07-01,Plus,19.99
1973,2024-08-01,Plus,19.99
1973,2024-09-01,Plus,19.99
1973,2024-10-01,Plus,19.99
1973,2024-11-01,Plus,19.99
1973,2024-12-01,Plus,19.99
1973,2025-01-01,Plus,19.99
1973,2025-02-01,Plus,19.99
1973,2025-03-01,Plus,19.99
1973,2025-04-01,Plus,19.99
1973,2025-05-01,Plus,19.99
1973,2025-06-01,Plus,19.99
1973,2025-07-01,Plus,19.99
1973,2025-08-01,Plus,19.99
1973,2025-09-01,Plus,19.99
1973,2025-10-01,Plus,19.99
1973,2025-11-01,Plus,19.99
1973,2025-12-01,Plus,19.99
1973,2026-01-01,Plus,19.99
1974,2025-05-01,Plus,19.99
1974,2025-06-01,Plus,19.99
1974,2025-07-01,Plus,19.99
1974,2025-08-01,Plus,19.99
1975,2024-10-01,Basic,9.99
1975,2024-11-01,Basic,9.99
1975,2024-12-01,Basic,9.99
1975,2025-01-01,Basic,9.99
1975,2025-02-01,Basic,9.99
1975,2025-03-01,Basic,9.99
1975,2025-04-01,Basic,9.99
1975,2025-05-01,Basic,9.99
1975,2025-06-01,Basic,9.99
1975,2025-07-01,Basic,9.99
1975,2025-08-01,Basic,9.99
1975,2025-09-01,Basic,9.99
1975,2025-10-01,Basic,9.99
1975,2025-11-01,Basic,9.99
1975,2025-12-01,Basic,9.99
1975,2026-01-01,Basic,9.99
1975,2026-02-01,Basic,9.99
1975,2026-03-01,Basic,9.99
1975,2026-04-01,Basic,9.99
1975,2026-05-01,Basic,9.99
1975,2026-06-01,Basic,9.99
1976,2026-01-01,Basic,9.99
1976,2026-02-01,Basic,9.99
1976,2026-03-01,Basic,9.99
1976,2026-04-01,Basic,9.99
1976,2026-05-01,Basic,9.99
1976,2026-06-01,Basic,9.99
1977,2024-05-01,Basic,9.99
1977,2024-06-01,Basic,9.99
1977,2024-07-01,Basic,9.99
1977,2024-08-01,Basic,9.99
1977,2024-09-01,Basic,9.99
1977,2024-10-01,Basic,9.99
1977,2024-11-01,Basic,9.99
1977,2024-12-01,Basic,9.99
1977,2025-01-01,Basic,9.99
1977,2025-02-01,Basic,9.99
1977,2025-03-01,Basic,9.99
1977,2025-04-01,Basic,9.99
1977,2025-05-01,Basic,9.99
1977,2025-06-01,Basic,9.99
1978,2026-05-01,Pro,39.99
1978,2026-06-01,Pro,39.99
1979,2024-10-01,Basic,9.99
1980,2025-03-01,Basic,9.99
1980,2025-04-01,Basic,9.99
1980,2025-05-01,Basic,9.99
1980,2025-06-01,Basic,9.99
1980,2025-07-01,Basic,9.99
1980,2025-08-01,Basic,9.99
1980,2025-09-01,Basic,9.99
1980,2025-10-01,Basic,9.99
1980,2025-11-01,Basic,9.99
1980,2025-12-01,Basic,9.99
1980,2026-01-01,Basic,9.99
1980,2026-02-01,Basic,9.99
1980,2026-03-01,Basic,9.99
1980,2026-04-01,Basic,9.99
1980,2026-05-01,Basic,9.99
1980,2026-06-01,Basic,9.99
1981,2025-10-01,Plus,19.99
1981,2025-11-01,Plus,19.99
1981,2025-12-01,Plus,19.99
1981,2026-01-01,Plus,19.99
1981,2026-02-01,Plus,19.99
1981,2026-03-01,Plus,19.99
1981,2026-04-01,Plus,19.99
1981,2026-05-01,Plus,19.99
1981,2026-06-01,Plus,19.99
1982,2025-10-01,Pro,39.99
1982,2025-11-01,Pro,39.99
1982,2025-12-01,Pro,39.99
1982,2026-01-01,Pro,39.99
1982,2026-02-01,Pro,39.99
1982,2026-03-01,Pro,39.99
1982,2026-04-01,Pro,39.99
1982,2026-05-01,Pro,39.99
1982,2026-06-01,Pro,39.99
1983,2024-03-01,Plus,19.99
1983,2024-04-01,Plus,19.99
1983,2024-05-01,Plus,19.99
1983,2024-06-01,Plus,19.99
1983,2024-07-01,Plus,19.99
1983,2024-08-01,Plus,19.99
1983,2024-09-01,Plus,19.99
1983,2024-10-01,Plus,19.99
1983,2024-11-01,Plus,19.99
1983,2024-12-01,Plus,19.99
1983,2025-01-01,Plus,19.99
1983,2025-02-01,Plus,19.99
1983,2025-03-01,Plus,19.99
1983,2025-04-01,Plus,19.99
1983,2025-05-01,Plus,19.99
1983,2025-06-01,Plus,19.99
1983,2025-07-01,Plus,19.99
1983,2025-08-01,Plus,19.99
1983,2025-09-01,Plus,19.99
1983,2025-10-01,Plus,19.99
1983,2025-11-01,Plus,19.99
1983,2025-12-01,Plus,19.99
1983,2026-01-01,Plus,19.99
1983,2026-02-01,Plus,19.99
1983,2026-03-01,Plus,19.99
1983,2026-04-01,Plus,19.99
1983,2026-05-01,Plus,19.99
1983,2026-06-01,Plus,19.99
1984,2024-03-01,Plus,19.99
1987,2024-11-01,Plus,19.99
1987,2024-12-01,Plus,19.99
1987,2025-01-01,Plus,19.99
1987,2025-02-01,Plus,19.99
1987,2025-03-01,Plus,19.99
1987,2025-04-01,Plus,19.99
1987,2025-05-01,Plus,19.99
1987,2025-06-01,Plus,19.99
1987,2025-07-01,Plus,19.99
1987,2025-08-01,Plus,19.99
1987,2025-09-01,Plus,19.99
1987,2025-10-01,Plus,19.99
1987,2025-11-01,Plus,19.99
1988,2026-04-01,Basic,9.99
1988,2026-05-01,Basic,9.99
1988,2026-06-01,Basic,9.99
1989,2024-11-01,Basic,9.99
1989,2024-12-01,Basic,9.99
1989,2025-01-01,Basic,9.99
1989,2025-02-01,Basic,9.99
1989,2025-03-01,Basic,9.99
1989,2025-04-01,Basic,9.99
1989,2025-05-01,Basic,9.99
1989,2025-06-01,Basic,9.99
1989,2025-07-01,Basic,9.99
1989,2025-08-01,Basic,9.99
1990,2024-05-01,Pro,39.99
1990,2024-06-01,Pro,39.99
1990,2024-07-01,Pro,39.99
1990,2024-08-01,Pro,39.99
1990,2024-09-01,Pro,39.99
1990,2024-10-01,Pro,39.99
1990,2024-11-01,Pro,39.99
1990,2024-12-01,Pro,39.99
1990,2025-01-01,Pro,39.99
1990,2025-02-01,Pro,39.99
1990,2025-03-01,Pro,39.99
1990,2025-04-01,Pro,39.99
1990,2025-05-01,Pro,39.99
1990,2025-06-01,Pro,39.99
1990,2025-07-01,Pro,39.99
1990,2025-08-01,Pro,39.99
1990,2025-09-01,Pro,39.99
1990,2025-10-01,Pro,39.99
1990,2025-11-01,Pro,39.99
1990,2025-12-01,Pro,39.99
1990,2026-01-01,Pro,39.99
1990,2026-02-01,Pro,39.99
1990,2026-03-01,Pro,39.99
1990,2026-04-01,Pro,39.99
1990,2026-05-01,Pro,39.99
1990,2026-06-01,Pro,39.99
1991,2025-09-01,Plus,19.99
1991,2025-10-01,Plus,19.99
1991,2025-11-01,Plus,19.99
1991,2025-12-01,Plus,19.99
1991,2026-01-01,Plus,19.99
1991,2026-02-01,Plus,19.99
1991,2026-03-01,Plus,19.99
1991,2026-04-01,Plus,19.99
1991,2026-05-01,Plus,19.99
1991,2026-06-01,Plus,19.99
1992,2024-03-01,Pro,39.99
1992,2024-04-01,Pro,39.99
1992,2024-05-01,Pro,39.99
1992,2024-06-01,Pro,39.99
1992,2024-07-01,Pro,39.99
1992,2024-08-01,Pro,39.99
1992,2024-09-01,Pro,39.99
1992,2024-10-01,Pro,39.99
1992,2024-11-01,Pro,39.99
1992,2024-12-01,Pro,39.99
1992,2025-01-01,Pro,39.99
1992,2025-02-01,Pro,39.99
1992,2025-03-01,Pro,39.99
1992,2025-04-01,Pro,39.99
1992,2025-05-01,Pro,39.99
1992,2025-06-01,Pro,39.99
1992,2025-07-01,Pro,39.99
1992,2025-08-01,Pro,39.99
1992,2025-09-01,Pro,39.99
1992,2025-10-01,Pro,39.99
1992,2025-11-01,Pro,39.99
1992,2025-12-01,Pro,39.99
1992,2026-01-01,Pro,39.99
1992,2026-02-01,Pro,39.99
1992,2026-03-01,Pro,39.99
1992,2026-04-01,Pro,39.99
1992,2026-05-01,Pro,39.99
1992,2026-06-01,Pro,39.99
1993,2024-02-01,Plus,19.99
1993,2024-03-01,Plus,19.99
1993,2024-04-01,Plus,19.99
1993,2024-05-01,Plus,19.99
1994,2024-03-01,Basic,9.99
1994,2024-04-01,Basic,9.99
1995,2024-02-01,Plus,19.99
1995,2024-03-01,Plus,19.99
1995,2024-04-01,Plus,19.99
1995,2024-05-01,Plus,19.99
1995,2024-06-01,Plus,19.99
1995,2024-07-01,Plus,19.99
1995,2024-08-01,Plus,19.99
1995,2024-09-01,Plus,19.99
1995,2024-10-01,Plus,19.99
1995,2024-11-01,Plus,19.99
1995,2024-12-01,Plus,19.99
1995,2025-01-01,Plus,19.99
1995,2025-02-01,Plus,19.99
1995,2025-03-01,Plus,19.99
1995,2025-04-01,Plus,19.99
1995,2025-05-01,Plus,19.99
1995,2025-06-01,Plus,19.99
1995,2025-07-01,Plus,19.99
1995,2025-08-01,Plus,19.99
1995,2025-09-01,Plus,19.99
1995,2025-10-01,Plus,19.99
1995,2025-11-01,Plus,19.99
1995,2025-12-01,Plus,19.99
1995,2026-01-01,Plus,19.99
1995,2026-02-01,Plus,19.99
1995,2026-03-01,Plus,19.99
1995,2026-04-01,Plus,19.99
1995,2026-05-01,Plus,19.99
1995,2026-06-01,Plus,19.99
1996,2026-05-01,Plus,19.99
1996,2026-06-01,Plus,19.99
1997,2024-08-01,Plus,19.99
1997,2024-09-01,Plus,19.99
1997,2024-10-01,Plus,19.99
1997,2024-11-01,Plus,19.99
1997,2024-12-01,Plus,19.99
1997,2025-01-01,Plus,19.99
1997,2025-02-01,Plus,19.99
1997,2025-03-01,Plus,19.99
1997,2025-04-01,Plus,19.99
1997,2025-05-01,Plus,19.99
1997,2025-06-01,Plus,19.99
1997,2025-07-01,Plus,19.99
1997,2025-08-01,Plus,19.99
1997,2025-09-01,Plus,19.99
1997,2025-10-01,Plus,19.99
1997,2025-11-01,Plus,19.99
1997,2025-12-01,Plus,19.99
1997,2026-01-01,Plus,19.99
1997,2026-02-01,Plus,19.99
1997,2026-03-01,Plus,19.99
1997,2026-04-01,Plus,19.99
1997,2026-05-01,Plus,19.99
1997,2026-06-01,Plus,19.99
1998,2024-08-01,Plus,19.99
1998,2024-09-01,Plus,19.99
1998,2024-10-01,Plus,19.99
1998,2024-11-01,Plus,19.99
1998,2024-12-01,Plus,19.99
1998,2025-01-01,Plus,19.99
1998,2025-02-01,Plus,19.99
1998,2025-03-01,Plus,19.99
1998,2025-04-01,Plus,19.99
1998,2025-05-01,Plus,19.99
1998,2025-06-01,Plus,19.99
1998,2025-07-01,Plus,19.99
1998,2025-08-01,Plus,19.99
1998,2025-09-01,Plus,19.99
1998,2025-10-01,Plus,19.99
1998,2025-11-01,Plus,19.99
1998,2025-12-01,Plus,19.99
1998,2026-01-01,Plus,19.99
1998,2026-02-01,Plus,19.99
1998,2026-03-01,Plus,19.99
1998,2026-04-01,Plus,19.99
1998,2026-05-01,Plus,19.99
1998,2026-06-01,Plus,19.99
1999,2026-05-01,Basic,9.99
1999,2026-06-01,Basic,9.99
2000,2024-03-01,Basic,9.99
2001,2025-04-01,Basic,9.99
2001,2025-05-01,Basic,9.99
2001,2025-06-01,Basic,9.99
2001,2025-07-01,Basic,9.99
2001,2025-08-01,Basic,9.99
2001,2025-09-01,Basic,9.99
2002,2024-11-01,Plus,19.99
2002,2024-12-01,Plus,19.99
2002,2025-01-01,Plus,19.99
2002,2025-02-01,Plus,19.99
2002,2025-03-01,Plus,19.99
2002,2025-04-01,Plus,19.99
2002,2025-05-01,Plus,19.99
2002,2025-06-01,Plus,19.99
2002,2025-07-01,Plus,19.99
2002,2025-08-01,Plus,19.99
2002,2025-09-01,Plus,19.99
2002,2025-10-01,Plus,19.99
2002,2025-11-01,Plus,19.99
2002,2025-12-01,Plus,19.99
2002,2026-01-01,Plus,19.99
2002,2026-02-01,Plus,19.99
2002,2026-03-01,Plus,19.99
2002,2026-04-01,Plus,19.99
2002,2026-05-01,Plus,19.99
2002,2026-06-01,Plus,19.99
2003,2024-03-01,Basic,9.99
2003,2024-04-01,Basic,9.99
2003,2024-05-01,Basic,9.99
2003,2024-06-01,Basic,9.99
2003,2024-07-01,Basic,9.99
2003,2024-08-01,Basic,9.99
2003,2024-09-01,Basic,9.99
2003,2024-10-01,Basic,9.99
2003,2024-11-01,Basic,9.99
2003,2024-12-01,Basic,9.99
2003,2025-01-01,Basic,9.99
2003,2025-02-01,Basic,9.99
2003,2025-03-01,Basic,9.99
2003,2025-04-01,Basic,9.99
2003,2025-05-01,Basic,9.99
2003,2025-06-01,Basic,9.99
2003,2025-07-01,Basic,9.99
2003,2025-08-01,Basic,9.99
2003,2025-09-01,Basic,9.99
2003,2025-10-01,Basic,9.99
2003,2025-11-01,Basic,9.99
2003,2025-12-01,Basic,9.99
2003,2026-01-01,Basic,9.99
2003,2026-02-01,Basic,9.99
2004,2024-04-01,Pro,39.99
2005,2024-06-01,Basic,9.99
2005,2024-07-01,Basic,9.99
2005,2024-08-01,Basic,9.99
2005,2024-09-01,Basic,9.99
2006,2025-04-01,Basic,9.99
2006,2025-05-01,Basic,9.99
2006,2025-06-01,Basic,9.99
2006,2025-07-01,Basic,9.99
2006,2025-08-01,Basic,9.99
2006,2025-09-01,Basic,9.99
2006,2025-10-01,Basic,9.99
2006,2025-11-01,Basic,9.99
2007,2024-02-01,Basic,9.99
2007,2024-03-01,Basic,9.99
2008,2025-01-01,Basic,9.99
2008,2025-02-01,Basic,9.99
2008,2025-03-01,Basic,9.99
2008,2025-04-01,Basic,9.99
2008,2025-05-01,Basic,9.99
2008,2025-06-01,Basic,9.99
2008,2025-07-01,Basic,9.99
2008,2025-08-01,Basic,9.99
2008,2025-09-01,Basic,9.99
2008,2025-10-01,Basic,9.99
2008,2025-11-01,Basic,9.99
2008,2025-12-01,Basic,9.99
2008,2026-01-01,Basic,9.99
2008,2026-02-01,Basic,9.99
2008,2026-03-01,Basic,9.99
2008,2026-04-01,Basic,9.99
2008,2026-05-01,Basic,9.99
2008,2026-06-01,Basic,9.99
2009,2025-01-01,Pro,39.99
2009,2025-02-01,Pro,39.99
2009,2025-03-01,Pro,39.99
2009,2025-04-01,Pro,39.99
2009,2025-05-01,Pro,39.99
2009,2025-06-01,Pro,39.99
2009,2025-07-01,Pro,39.99
2009,2025-08-01,Pro,39.99
2009,2025-09-01,Pro,39.99
2009,2025-10-01,Pro,39.99
2009,2025-11-01,Pro,39.99
2009,2025-12-01,Pro,39.99
2009,2026-01-01,Pro,39.99
2009,2026-02-01,Pro,39.99
2009,2026-03-01,Pro,39.99
2009,2026-04-01,Pro,39.99
2009,2026-05-01,Pro,39.99
2009,2026-06-01,Pro,39.99
2010,2024-03-01,Plus,19.99
2010,2024-04-01,Plus,19.99
2010,2024-05-01,Plus,19.99
2010,2024-06-01,Plus,19.99
2010,2024-07-01,Plus,19.99
2010,2024-08-01,Plus,19.99
2010,2024-09-01,Plus,19.99
2010,2024-10-01,Plus,19.99
2010,2024-11-01,Plus,19.99
2010,2024-12-01,Plus,19.99
2010,2025-01-01,Plus,19.99
2010,2025-02-01,Plus,19.99
2010,2025-03-01,Plus,19.99
2010,2025-04-01,Plus,19.99
2010,2025-05-01,Plus,19.99
2010,2025-06-01,Plus,19.99
2010,2025-07-01,Plus,19.99
2010,2025-08-01,Plus,19.99
2010,2025-09-01,Plus,19.99
2010,2025-10-01,Plus,19.99
2010,2025-11-01,Plus,19.99
2010,2025-12-01,Plus,19.99
2010,2026-01-01,Plus,19.99
2010,2026-02-01,Plus,19.99
2010,2026-03-01,Plus,19.99
2010,2026-04-01,Plus,19.99
2010,2026-05-01,Plus,19.99
2010,2026-06-01,Plus,19.99
2011,2024-09-01,Plus,19.99
2011,2024-10-01,Plus,19.99
2011,2024-11-01,Plus,19.99
2011,2024-12-01,Plus,19.99
2011,2025-01-01,Plus,19.99
2011,2025-02-01,Plus,19.99
2011,2025-03-01,Plus,19.99
2011,2025-04-01,Plus,19.99
2011,2025-05-01,Plus,19.99
2011,2025-06-01,Plus,19.99
2011,2025-07-01,Plus,19.99
2011,2025-08-01,Plus,19.99
2011,2025-09-01,Plus,19.99
2011,2025-10-01,Plus,19.99
2011,2025-11-01,Plus,19.99
2011,2025-12-01,Plus,19.99
2011,2026-01-01,Plus,19.99
2011,2026-02-01,Plus,19.99
2011,2026-03-01,Plus,19.99
2011,2026-04-01,Plus,19.99
2011,2026-05-01,Plus,19.99
2011,2026-06-01,Plus,19.99
2012,2026-05-01,Basic,9.99
2012,2026-06-01,Basic,9.99
2013,2025-12-01,Basic,9.99
2013,2026-01-01,Basic,9.99
2013,2026-02-01,Basic,9.99
2013,2026-03-01,Basic,9.99
2013,2026-04-01,Basic,9.99
2013,2026-05-01,Basic,9.99
2013,2026-06-01,Basic,9.99
2014,2024-03-01,Plus,19.99
2014,2024-04-01,Plus,19.99
2014,2024-05-01,Plus,19.99
2014,2024-06-01,Plus,19.99
2014,2024-07-01,Plus,19.99
2015,2025-06-01,Basic,9.99
2015,2025-07-01,Basic,9.99
2015,2025-08-01,Basic,9.99
2015,2025-09-01,Basic,9.99
2016,2026-04-01,Plus,19.99
2016,2026-05-01,Plus,19.99
2016,2026-06-01,Plus,19.99
2017,2024-05-01,Plus,19.99
2017,2024-06-01,Plus,19.99
2017,2024-07-01,Plus,19.99
2017,2024-08-01,Plus,19.99
2017,2024-09-01,Plus,19.99
2017,2024-10-01,Plus,19.99
2017,2024-11-01,Plus,19.99
2017,2024-12-01,Plus,19.99
2017,2025-01-01,Plus,19.99
2017,2025-02-01,Plus,19.99
2017,2025-03-01,Plus,19.99
2017,2025-04-01,Plus,19.99
2017,2025-05-01,Plus,19.99
2017,2025-06-01,Plus,19.99
2017,2025-07-01,Plus,19.99
2017,2025-08-01,Plus,19.99
2017,2025-09-01,Plus,19.99
2017,2025-10-01,Plus,19.99
2017,2025-11-01,Plus,19.99
2017,2025-12-01,Plus,19.99
2017,2026-01-01,Plus,19.99
2017,2026-02-01,Plus,19.99
2017,2026-03-01,Plus,19.99
2017,2026-04-01,Plus,19.99
2017,2026-05-01,Plus,19.99
2017,2026-06-01,Plus,19.99
2018,2024-02-01,Pro,39.99
2018,2024-03-01,Pro,39.99
2018,2024-04-01,Pro,39.99
2018,2024-05-01,Pro,39.99
2018,2024-06-01,Pro,39.99
2018,2024-07-01,Pro,39.99
2018,2024-08-01,Pro,39.99
2018,2024-09-01,Pro,39.99
2018,2024-10-01,Pro,39.99
2018,2024-11-01,Pro,39.99
2018,2024-12-01,Pro,39.99
2018,2025-01-01,Pro,39.99
2018,2025-02-01,Pro,39.99
2018,2025-03-01,Pro,39.99
2018,2025-04-01,Pro,39.99
2018,2025-05-01,Pro,39.99
2018,2025-06-01,Pro,39.99
2018,2025-07-01,Pro,39.99
2018,2025-08-01,Pro,39.99
2018,2025-09-01,Pro,39.99
2018,2025-10-01,Pro,39.99
2018,2025-11-01,Pro,39.99
2019,2025-03-01,Plus,19.99
2019,2025-04-01,Plus,19.99
2019,2025-05-01,Plus,19.99
2019,2025-06-01,Plus,19.99
2019,2025-07-01,Plus,19.99
2019,2025-08-01,Plus,19.99
2019,2025-09-01,Plus,19.99
